project,download_count
google-gax,113694
basemap-data,113605
trainer,113460
cron-validator,113450
datapackage,113409
django-datadog-logger,113342
password-strength,113328
nplusone,113326
fastapi-sqlalchemy,113283
hangul-romanize,113244
aws-cdk-aws-apigatewayv2-alpha,113239
edx-django-utils,113239
uuid7,113233
coqpit,113128
parameters-validation,113054
cloudsmith-cli,113041
mrjob,113034
google-benchmark,112944
g2pkk,112933
py3createtorrent,112911
ioc-fanger,112863
locales,112814
aws-wsgi,112808
zep-python,112722
vermin,112713
polyglot,112553
fjson,112542
types-first,112532
nanotime,112343
simple-di,112325
mne,112306
ops,112238
flake8-json,112210
scikit-surprise,112193
affinegap,112136
geonamescache,112097
py-consul,112043
ctransformers,112008
ttp,112002
datatile,111961
gcloud-rest-bigquery,111940
pan-python,111913
databricks-test,111832
spf2ip,111788
sphinx-airflow-theme,111752
agilicus,111727
emot,111653
fst-pso,111649
mysql-connector-python-rf,111558
django-linear-migrations,111507
html-sanitizer,111486
code-annotations,111433
edx-opaque-keys,111430
dist-meta,111280
dukpy,111224
validate-docbr,111115
sagemaker-inference,111027
aiocoap,111001
rio-tiler,110987
django-jsonform,110941
handy-archives,110912
django-rosetta,110858
ocifs,110834
ghome-foyer-api,110827
antlr4-tools,110826
openlineage-airflow,110783
dj-stripe,110760
meshtastic,110721
doublemetaphone,110712
django-statici18n,110689
streamlit-option-menu,110612
miniful,110550
python-gdcm,110451
pip-upgrader,110440
types-pyjwt,110431
simple-settings,110397
motmetrics,110395
pymobiledetect,110377
lusid-sdk,110357
requests-async,110344
bitmath,110336
cmreshandler,110326
qiniu,110289
cn2an,110264
dagster-snowflake,110127
bangla,110097
osprofiler,110074
pipe,110033
flake8-markdown,110031
pickle-mixin,110007
types-passlib,109924
dedupe-variable-datetime,109893
flake8-annotations-complexity,109859
databricks-automl-runtime,109784
pulumi-gcp,109751
usearch,109702
flake8-colors,109693
pretrainedmodels,109666
rlpycairo,109601
aws-cdk-aws-codedeploy,109576
qdarkstyle,109506
mf2py,109339
k-diffusion,109291
ibm-db-sa,109291
voila,109145
trcli,109113
smartypants,109112
pick,109048
color-operations,109006
mosek,108997
django-parler,108994
pyobjc-framework-metal,108950
acquisition,108949
pymongo-migrate,108879
types-pyaudio,108859
cloudfoundry-client,108765
sqlacodegen,108753
pyrender,108741
py3o-template,108710
pymorphy2-dicts-ru,108701
visdom,108689
dataclasses-jsonschema,108530
lunr,108504
stop-words,108478
pylint-pytest,108371
azure-databricks-api,108369
aws-cdk-aws-batch,108361
json-e,108350
encodec,108311
modelscope,108306
pyobjc-framework-fileprovider,108303
starlette-testclient,108241
globus-compute-common,108196
darts,108174
pyqtwebengine-qt5,108076
pyobjc-framework-coremotion,108024
mypy-boto3-timestream-influxdb,107994
urwid-mitmproxy,107903
flake8-django,107874
python-heatclient,107799
pystardog,107751
g4f,107691
lion-pytorch,107648
aws-cdk-aws-codepipeline-actions,107648
timing-asgi,107633
solace-pubsubplus,107630
oslo-metrics,107623
pyjon-utils,107610
littleutils,107570
py-securestring,107497
dask-cuda,107290
style,107034
globre,106959
pyobjc-framework-metalkit,106926
ale-py,106866
django-loginas,106851
cobs,106752
config-parser,106693
pyts,106650
anytemplate,106626
cowpy,106592
types-xxhash,106581
shodan,106566
quickchart-io,106560
cdk8s,106477
blockdiag,106449
asv,106388
proces,106334
sphinx-substitution-extensions,106304
haystack-ai,106174
chemprop,106160
sqlalchemy-pytds,106142
arcgis2geojson,106120
shutilwhich,106062
flake8-executable,106010
ruff-lsp,106001
pyobjc-framework-metalperformanceshaders,105970
intervals,105966
wagon,105876
py-sr25519-bindings,105866
castxml,105857
robotframework-appiumlibrary,105856
pyobjc-framework-authenticationservices,105796
flake8-html,105735
tensorflow-cpu-aws,105710
sshfs,105686
drf-standardized-errors,105673
pyspelling,105635
tensorflow-graphics,105635
uhi,105610
treq,105580
jhi-databricksenvironment,105580
pyobjc-framework-automaticassessmentconfiguration,105561
flake8-use-pathlib,105545
ultimate-hosts-blacklist-test-launcher,105466
pyobjc-framework-oslog,105461
ultimate-hosts-blacklist-helpers,105455
django-admin-inline-paginator,105449
pyobjc-framework-speech,105446
pyobjc-framework-pushkit,105445
prophecy-libs,105416
pubnub,105392
django-tenants,105383
pyobjc-framework-audiovideobridging,105363
hellosign-python-sdk,105359
pyobjc-framework-systemextensions,105321
fitz,105252
pysha3,105239
pyobjc-framework-corehaptics,105204
arq,105188
inputimeout,105175
zope-i18nmessageid,105172
clint,105149
ultimate-hosts-blacklist-whitelist-dev,105149
pyobjc-framework-devicecheck,105144
pyobjc-framework-executionpolicy,105125
ftputil,105103
pproxy,105102
pyobjc-framework-fileproviderui,105036
pyobjc-framework-linkpresentation,105033
salt-analytics-framework,104951
pyobjc-framework-pencilkit,104938
scikit-learn-extra,104916
pansi,104912
pip-compile-multi,104884
nanobind,104874
pyobjc-framework-quicklookthumbnailing,104874
pyobjc-framework-soundanalysis,104848
cupy-cuda11x,104812
accesscontrol,104792
flask-simplelogin,104712
ibm-watson,104708
vininfo,104673
types-datetimerange,104663
bentoml,104617
zodbpickle,104607
flake8-unused-arguments,104601
beam-nuggets,104593
fuzzyset,104573
python-augeas,104567
opendatasets,104555
django-request-logging,104532
pytest-arraydiff,104230
sphinx-mdinclude,104208
pykd,104191
django-maintenance-mode,104157
collate-sqllineage,104122
brazilnum,104118
azureml-automl-runtime,104075
apache-airflow-providers-hashicorp,104010
frida-tools,103982
skyfield-data,103974
pycrdt,103960
glcontext,103685
pyobjc-framework-accessibility,103681
mosaicml-cli,103655
confusable-homoglyphs,103608
pytest-integration,103550
exponent-server-sdk,103531
pyobjc-framework-classkit,103513
turibolt,103496
nylas,103461
pyobjc-framework-replaykit,103455
pyobjc-framework-passkit,103386
plantuml,103330
onnx-simplifier,103309
pandas-ta,103299
pyobjc-framework-virtualization,103289
python-quilt,103270
fmpy,103221
phpserialize,103204
kedro-viz,103186
faust-streaming,103184
zodb,103176
allure-combine,103161
types-mypy-extensions,103144
selenium-screenshot,103130
pyobjc-framework-callkit,103120
pyobjc-framework-metalperformanceshadersgraph,103082
llama-index-embeddings-huggingface,103076
foundationdb,103061
pyobjc-framework-apptrackingtransparency,103042
pyobjc-framework-kernelmanagement,103008
customerio,103000
pyobjc-framework-mlcompute,102974
pyobjc-framework-adservices,102953
vt-py,102945
ssm-parameter-store,102931
pyobjc-framework-uniformtypeidentifiers,102917
pyobjc-framework-screentime,102899
pyobjc-framework-usernotificationsui,102822
flask-paginate,102768
pysqlite3,102657
msgpack-types,102558
mgzip,102521
gpy,102496
adbc-driver-manager,102491
args,102452
datashader,102443
meteostat,102443
zconfig,102365
amazon-textract-caller,102322
lightning-fabric,102319
py-expression-eval,102276
groq,102267
pypowerbi,102220
django-revproxy,102182
datetime-glob,102150
pytest-grpc,102106
lexery,102091
prefect-dbt,102036
probeinterface,101984
setoptconf,101979
dbldatagen,101959
hist,101957
strsim,101908
jsonrpcclient,101898
sqlalchemy-drill,101891
ff3,101887
tensorflow-macos,101843
django-recurrence,101840
autovizwidget,101801
awsretry,101745
web-py,101729
pims,101716
apify-client,101671
sphinxcontrib-apidoc,101626
duet,101568
tensorflow-ranking,101545
ocrmypdf,101513
hdijupyterutils,101489
pytest-describe,101401
auth,101381
pycapnp,101346
pypi-simple,101336
testrail-api,101255
dbt-trino,101159
webhelpers2,101136
sparkpost,101131
pytest-level,101093
typos,101085
http-ece,101084
pytest-jupyter,101070
histoprint,101066
pytest-cache,101025
artifactory,100964
ax-platform,100954
grafana-client,100911
govee-api-laggat,100910
aliyun-python-sdk-r-kvstore,100742
pyproject-parser,100725
autodoc-pydantic,100700
percy,100672
elasticsearch8,100649
oslo-cache,100642
blurb,100624
browser-cookie3,100592
azure-mgmt-databricks,100557
hanzidentifier,100529
json-logic,100483
passwordgenerator,100458
fastapi-users,100456
dataclass-array,100438
aiortc,100377
pytest-timeouts,100377
query-string,100365
nevergrad,100322
maya,100310
sphinx-intl,100270
advertools,100156
censys,100108
langserve,100103
flake8-no-implicit-concat,100080
sphinx-inline-tabs,100043
aioesphomeapi,100014
django-cache-url,99972
apache-airflow-providers-apache-livy,99894
python-liquid,99705
sift,99667
pkcs7,99640
einsum,99571
google-oauth,99545
pymorphy2,99542
docopts,99514
datadiff,99478
tf-agents,99472
visu3d,99464
pytest-mpl,99448
butterfree,99443
zope-security,99429
spark-testing-base,99406
python-documentcloud,99360
aliyun-python-sdk-rds,99216
fastapi-versioning,99210
types-tornado,99186
simple-azure-blob-downloader,99097
py-trees,99039
waymo-open-dataset-tf-2-11-0,99035
pyobjc-framework-intentsui,99024
sphinxcontrib-programoutput,98980
loggly-python-handler,98959
pyobjc-framework-metrickit,98919
pyobjc-framework-shazamkit,98912
openunmix,98911
kuzu,98797
pysmartdl,98792
cm-client,98755
opensimplex,98680
airtable,98649
mmcv,98607
keystonemiddleware,98584
python-barbicanclient,98566
df2gspread,98565
vispy,98562
mongomock-motor,98538
types-attrs,98482
mapply,98459
teamhack-nmap,98357
fysom,98345
pysmi-lextudio,98272
dj-email-url,98268
types-annoy,98263
django-impersonate,98225
edx-drf-extensions,98222
rasa-sdk,98198
quantile-python,98186
aiosocks,98137
drf-flex-fields,98118
pyloudnorm,98115
tarsafe,98074
pycron,98009
django-lifecycle,97947
csv-diff,97926
py-vapid,97924
ctgan,97754
types-jmespath,97733
qtawesome,97706
interpret,97705
antsibull-docs-parser,97693
ipynbname,97611
huey,97604
cronex,97600
pip-resolved,97564
flask-babelex,97543
lbt-dragonfly,97516
zope-configuration,97479
consolekit,97470
pecan,97466
evo,97440
listcrunch,97385
timeloop,97364
python-jsonschema-objects,97304
pytorch-msssim,97221
pyxb,97186
fuzzyset2,97183
certbot-apache,97170
numpyencoder,97156
threaded,97136
file-read-backwards,97095
paramz,97090
jsonalias,97081
pygitguardian,97058
cdk-lambda-layer-curl,97013
bowler,96962
soda-core-bigquery,96953
srt,96913
json2table,96884
json2parquet,96865
py3o-formats,96862
xpress,96850
kubernetes-validate,96745
price-parser,96712
python-intercom,96666
pyld,96635
pandas-summary,96601
awscli-plugin-s3-proxy,96554
tox-ansible,96513
lumigo-opentelemetry,96497
pyobjc-framework-datadetection,96307
cron-schedule-triggers,96307
flake8-breakpoint,96286
django-simple-captcha,96279
delorean,96249
pyobjc-framework-localauthenticationembeddedui,96211
pyobjc-framework-mailkit,96172
spikeinterface,96161
nosexcover,96160
fifolock,96132
panflute,96108
ahrs,96093
windows-curses,96089
google-api-helper,96061
hacking,96060
colour-runner,96052
acquire,96022
sphinxcontrib-redoc,96020
flake8-assertive,95975
marshmallow-polyfield,95968
asset,95905
types-python-gflags,95884
causalml,95878
splink,95853
instructorembedding,95804
python3-gearman,95798
youtube-search,95794
dedupe,95759
pyheif,95714
update,95653
django-browser-reload,95630
dagster-datadog,95612
yamlloader,95502
hexdump,95433
ara,95416
apispec-oneofschema,95412
pyddq,95364
coolprop,95361
flake8-literal,95345
pytest-black,95338
pyop,95306
sphinx-automodapi,95297
extruct,95289
dagster-azure,95265
pemja,95228
apache-airflow-providers-apache-kafka,95087
sas7bdat,95065
pyqt-builder,95050
pycpfcnpj,95002
pytest-test-groups,94966
cogapp,94935
kivy-deps-sdl2,94878
pystoi,94864
pulumi-command,94831
nvgpu,94714
aadict,94656
kagglehub,94605
workadays,94595
sphinx-panels,94566
google-cloud-notebooks,94551
cocotb,94537
instana,94504
japanize-matplotlib,94493
essential-generators,94445
cli-ui,94396
tryme,94355
google-cloud-bigquery-connection,94355
eeweather,94352
sarge,94344
pafy,94336
tgi,94244
aws-msk-iam-sasl-signer-python,94242
stdio-proxy,94237
djangocms-admin-style,94223
construct-typing,94187
types-pyfarmhash,94176
pluginlib,94077
mandrill,93970
django-registration,93946
torch-complex,93918
brewer2mpl,93906
poetry-dotenv-plugin,93873
bioutils,93872
setuptools-git-version,93829
localconfig,93811
spyder,93802
edx-rest-api-client,93785
callee,93775
edx-lint,93698
git-filter-repo,93668
dbnd-airflow,93597
kivy-deps-angle,93593
ragas,93554
compas,93538
purl,93481
docarray,93437
certbot-dns-duckdns,93411
dsinternals,93402
dash-testing-stub,93367
pypdf4,93363
glean-parser,93360
pygrib,93300
crc,93291
conda-pack,93291
kfish,93280
mapbox-vector-tile,93089
pycadf,93062
msedge-selenium-tools,93033
pulp-file-client,92976
text-generation,92937
zope-testing,92898
pandasai,92856
strongdm,92817
scikit-posthocs,92726
airflow-provider-hightouch,92721
django-s3-storage,92653
cirq-google,92646
pyquil,92632
dm-control,92582
types-singledispatch,92520
pylti1p3,92490
pytest-md,92214
dbt-artifacts-parser,92153
pyprctl,92133
xblock,92127
geog,92107
llama-index-llms-azure-openai,92086
initools,92081
edk2-pytool-library,92058
django-guid,92036
sqloxide,91974
parquet-metadata,91909
django-weasyprint,91876
requirementslib,91861
extensionclass,91840
snowflake-ml-python,91710
flox,91694
pyrdfa3,91680
scikit-survival,91555
types-jack-client,91541
pgzip,91531
oslo-upgradecheck,91494
kivy-deps-glew,91493
googleauthentication,91465
spyder-kernels,91462
types-pymssql,91406
ddapm-test-agent,91401
iocextract,91368
dumbyaml,91365
konoha,91362
earthengine-api,91318
awslogs,91291
cybrid-api-organization-python,91232
iterators,91229
stestr,91215
vcver,91215
spyne,91188
vessel-balticshipping,91162
pyvimeo,91141
pyscf,91122
pydeps,91121
docx2pdf,91085
pylibjpeg-libjpeg,90949
tinynetrc,90903
asyncmy,90876
linode-api4,90859
fastapi-restful,90832
prowler,90824
cybrid-api-id-python,90726
django-q,90619
azureml-training-tabular,90604
interchange,90597
flake8-2020,90578
cirq,90465
matplotlib-venn,90417
nbimporter,90408
celery-once,90403
flask-redis,90382
djangorestframework-filters,90364
virustotal3,90315
edx-toggles,90269
pyjdbc,90262
types-pathlib2,90252
edk2-pytool-extensions,90233
cachier,90223
pdfreader,90217
python-docs-theme,90179
scikit-multilearn,90176
nassl,90133
numbagg,90126
tensordict-nightly,90112
pptree,90074
oslo-versionedobjects,90042
sib-api-v3-sdk,90041
standardjson,90039
types-characteristic,89942
sagemaker-pyspark,89933
simple-hexdump,89871
django-push-notifications,89862
types-backports-abc,89821
kitchen,89817
red-black-tree-mod,89787
bigquery,89776
python-language-server,89722
tfa-nightly,89600
python-math,89579
sqlalchemy-views,89526
environ,89493
meross-iot,89492
databricks-dbapi,89487
django-vite,89464
aws-cdk-aws-batch-alpha,89441
zope-exceptions,89420
python-vlc,89385
mock-alchemy,89311
streamlit-authenticator,89281
h2o-pysparkling-3-3,89253
bumpver,89111
edx-django-release-util,89081
ta,89074
csv23,89072
mailer,88992
vat-utils,88975
flask-json,88919
speaklater,88895
pyuwsgi,88797
keybert,88795
python-designateclient,88754
throttler,88733
ytmusicapi,88692
labelme,88685
import-ipynb,88611
snownlp,88610
multisig-hmac,88601
webauthn,88588
cdktf-cdktf-provider-google,88574
ebaysdk,88571
zhdate,88547
ggplot,88520
sdcclient,88446
sqlalchemy-filters,88433
iterfzf,88425
django-multi-email-field,88424
dadaptation,88397
macaddress,88390
sslyze,88379
django-permissions-policy,88284
dbt-synapse,88252
prince,88247
zope-location,88217
fireblocks-sdk,88176
zipstream-new,88140
olefileio-pl,88014
gluoncv,87961
atlasclient,87906
apache-airflow-providers-presto,87903
django-prettyjson,87884
cybrid-api-bank-python,87882
edx-auth-backends,87800
stream-zip,87781
types-routes,87754
types-fb303,87738
edx-i18n-tools,87737
configcat-client,87719
types-nmap,87680
dbnd-airflow-auto-tracking,87676
types-kazoo,87655
aliyun-python-sdk-core-v3,87637
pyre-check,87618
openedx-events,87616
weblib,87609
mat73,87552
mediapy,87535
typesense,87511
paypalrestsdk,87480
xds-protos,87458
awxkit,87443
nostradamus,87425
business-rules,87325
githubpy,87319
pyobjc-framework-iobluetooth,87311
pypi,87310
sanic-jwt,87282
deepecho,87271
proto-google-cloud-datastore-v1,87250
biopandas,87205
solana,87148
seeq,87106
rootpath,87095
dagster-pagerduty,87073
pgi,87045
onesignal-sdk,87039
pyglm,87031
minify-html,87021
django-notifications-hq,87001
databricks-feature-engineering,86947
rpaframework-dialogs,86904
pulp-deb-client,86890
sceptre,86884
bitvector,86866
confidential-ml-utils,86864
borutashap,86862
jsonpath2,86857
trogon,86831
random-word,86788
test-tube,86782
pyperf,86720
httpx-oauth,86688
nvtx,86672
pypdf3,86645
humiolib,86631
tensordict,86624
github-action-utils,86621
chromedriver-binary,86588
pyobjc-framework-iobluetoothui,86567
crewai,86541
benchling-api-client,86539
flask-mysqldb,86537
amazon-braket-sdk,86496
flet,86456
django-libsass,86433
regressors,86417
starlark-pyo3,86369
cdk-ecr-deployment,86334
setuptools-odoo,86256
autorom,86248
async-interrupt,86240
scim2-filter-parser,86232
buildpg,86201
qbittorrent-api,86198
embedchain,86197
planetary-computer,86182
pygdal,86161
dict-plus,86161
sqladmin,86155
django-cms,86153
redislite,86145
types-openssl-python,86142
pyap,86124
smdebug,86117
wslink,86113
scikit-datasets,86074
assemblyline-ui,86072
mssql-cli,86024
opentelemetry-test-utils,86015
robocorp-dialog,86006
pymysqllock,85984
google-cloud-dialogflow-cx,85954
wheel-inspect,85907
pytest-check-links,85872
sphinx-reredirects,85870
civis,85854
allpairspy,85846
zope-browser,85843
piecewise-regression,85829
sklearn2pmml,85817
xdis,85784
kylinpy,85775
pyobjc-framework-libxpc,85680
hl7apy,85667
fbmessenger,85664
dask-jobqueue,85661
lexid,85652
zope-lifecycleevent,85643
apify-shared,85634
apache-airflow-providers-cloudant,85633
fastapi-socketio,85614
lyricsgenius,85597
django-redis-sessions,85592
starlette-prometheus,85590
